,accuracy,loss,val_accuracy,val_loss
0,0.3922955974842767,1.4563084718316357,0.8447058826334336,1.0917004529167624
1,0.46331236897274636,1.330757173852101,0.7952941182080437,1.0034468653622794
2,0.5018343815513627,1.2603440824544654,0.8564705885157866,1.0062681416904224
3,0.5369496855345912,1.219393080760348,0.8941176470588236,0.8559944565155927
4,0.559748427672956,1.1608728656478897,0.6988235299727495,0.9908162361032823
5,0.5733752620545073,1.1311568833996914,0.8047058826334337,0.7746723184866063
6,0.5723270440251572,1.110909576186094,0.8070588240903966,0.91970601867227
7,0.5822851153039832,1.0991617226250767,0.8352941180677975,0.8092205019558177
8,0.589098532494759,1.0632785791121189,0.7694117647058824,0.9388624696170582
9,0.5925052410901468,1.0598813747709903,0.9176470588235294,0.7174291613522698
10,0.5964360587002097,1.0562799043125577,0.8400000001402462,0.7406112519432516
11,0.6014150943396226,1.0291795570645443,0.696470588796279,0.8980094631980448
12,0.609538784067086,1.0106489872032742,0.88,0.6890217859604779
13,0.6202830188679245,0.9991592286267871,0.9411764705882353,0.595565829557531
14,0.6229035639412998,0.9919803434947752,0.8917647058823529,0.6484892470696393
15,0.6263102725366876,0.9735987212672923,0.9129411764705883,0.6402761723013485
16,0.629979035639413,0.9678061444554439,0.8517647060225991,0.696266426338869
17,0.6286687631027253,0.9624858464834825,0.9011764705882352,0.663354831162621
18,0.6307651991614256,0.9493958295266334,0.8376470588235294,0.8258152794837952
19,0.634958071278826,0.9530756713459326,0.8658823529411764,0.7058871381423053
20,0.6365303983228512,0.9380822446611192,0.8941176470588236,0.6468428771636066
21,0.6412473794549266,0.924458143846044,0.7976470591040219,0.8814577259736902
22,0.6344339622641509,0.9383262840706847,0.8729411764705882,0.7309895636053646
23,0.6415094339622641,0.9247621140390072,0.8611764707284815,0.7814554762840271
24,0.6477987421383647,0.9139782736386393,0.9458823529411765,0.47449631228166467
25,0.64937106918239,0.9038506856254561,0.7717647061628454,0.8767946661219878
26,0.6443920335429769,0.9086197103594335,0.7788235296922571,0.9619793298665215
27,0.6477987421383647,0.89697730178853,0.8588235295520109,0.6354528842252843
28,0.6577568134171907,0.8863605703197935,0.8823529411764706,0.8661158048405366
29,0.6559224318658281,0.8942981056197384,0.9317647058823529,0.6329423041904674
30,0.6501572327044025,0.8851621723275015,0.8823529413167168,0.6765468173868516
31,0.6514675052410901,0.8886921263340885,0.8588235298325034,0.8081278977674596
32,0.6569706498951782,0.8640969773008639,0.7717647063030916,0.8824189396465526
33,0.6666666666666666,0.8438696860017516,0.7811764707284815,0.9041873182969935
34,0.6645702306079665,0.85060032983496,0.7576470592442681,0.9502788627848906
35,0.6690251572327044,0.8315078808576556,0.6470588237397811,1.2471477295370663
36,0.6682389937106918,0.8449376952723138,0.8870588235294118,0.801286526147057
37,0.675314465408805,0.8308526095104417,0.8517647061628454,0.7488366429946002
38,0.6695492662473794,0.82774572789794,0.8705882354343639,0.8343764581399805
39,0.6781970649895178,0.8224248151359318,0.8070588239501504,0.9518578534967759
40,0.6829140461215933,0.8056898963026531,0.851764705882353,0.8489066129572251
41,0.679769392033543,0.8029288117240809,0.8611764708687277,0.7161731338500976
42,0.6787211740041929,0.8088546525257438,0.7364705883054172,1.0909506814620074
43,0.6844863731656184,0.8035538335266353,0.8117647060225992,0.8667900492163265
44,0.6813417190775681,0.7927077658146432,0.8352941180677975,0.8090106488676632
45,0.6818658280922432,0.7791396596896574,0.8541176470588235,0.7897344924421872
46,0.6787211740041929,0.7873045336025566,0.8847058823529412,0.7544819690199459
47,0.6800314465408805,0.7798040243064832,0.8894117647058823,0.7495097781630123
48,0.685272536687631,0.7691863491600165,0.9011764705882352,0.6223319930188796
49,0.689727463312369,0.7688404304176506,0.92,0.7119007473833421
